"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
t6sc4f3,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">3. Did your <font color=""blue"">father</font> give you reasons <span style=""font-weight:normal;"">(<i>explanations</i>)</span> for his decisions today? 

<font color=""green"">¿Su <font color=""blue"">padre</font> le dió razones <span style=""font-weight:normal;"">(<i>explicaciones</i>)</span> acerca de las decisiones que tomó el día de hoy?</font></font>","0, <font size=""4.5""> 0 I did not interact with my father today<br><font color=""green""> Yo no interactué con mi padre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br>",,,,,,,,RH,,,,
t6sc4f4,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">4. Did your <font color=""blue"">father</font> ask you what you thought before making decisions that affected you today? 

<font color=""green"">¿Su <font color=""blue"">padre</font> le preguntó lo que pensaba antes de tomar decisiones que lo/la afectaron el día de hoy?</font></font>","0, <font size=""4.5""> 0 I did not interact with my father today<br><font color=""green""> Yo no interactué con mi padre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br>",,,,,,,,RH,,,,
t6sc4f5,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">5. Did your <font color=""blue"">father</font> let you know that he appreciated you, your ideas, or the things you did today?

<font color=""green"">¿Su <font color=""blue"">padre</font> le hizo saber que lo/la estimaba, que apreciaba sus ideas o las cosas que hizo el día de hoy?</font></font>","0, <font size=""4.5""> 0 I did not interact with my father today<br><font color=""green""> Yo no interactué con mi padre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br>",,,,,,,,RH,,,,
t6sc4f6,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">6. Did your <font color=""blue"">father</font> help you do something that was important to you today?

<font color=""green"">¿Su <font color=""blue"">padre</font> lo/la ayudó a hacer algo que era importante para usted el día de hoy?</font></font>","0, <font size=""4.5""> 0 I did not interact with my father today<br><font color=""green""> Yo no interactué con mi padre hoy</font><br></font> | 1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font><br> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font><br> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font><br> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font><br> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font><br>",,,,,,,,RH,,,,
t6infee,day_6_saturday_daily_survey,"<font size=""5.5""><center>Section 5/<font color=""green"">Sección 5</font>
</center>",descriptive,"<div class=""rich-text-field-label""><p><span style=""font-size: x-large;"">Please rate how you felt today using the following emotions.<br><br><span style=""color: green;"">Califique cómo se sintió el día de hoy usando las siguientes emociones.</span></span></p></div>",,,,,,,,,,,,,
t6fee01,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">1. Nervous
<font color=""green"">Nervioso/a</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6fee02,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">2. On edge
<font color=""green"">Con los nervios de punta</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6fee03,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">3. Uneasy
<font color=""green"">Inquieto/a</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6fee04,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">4. Discouraged
<font color=""green"">Desanimado/a</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6fee05,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">5. Sad
<font color=""green"">Triste</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6fee06,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">6. Hopeless
<font color=""green"">Sin esperanza</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,RH,,,,
t6pbar3,day_6_saturday_daily_survey,,descriptive,"<div style=""width: 100%; border: 0; margin: 0; padding: 0; background-color: #DCDCDC; text-align: center;""> <font size=""5.5""> 60% complete
<div style=""width: 60%; border: 0; margin: 0; padding: 0; background-color: #228B22;""><span style=""color: #228B22;"">.</span></div>
</div>",,,,,,,"[t6fee06]= '1' or [t6fee06]= '2' or [t6fee06]= '3' or [t6fee06]= '4' or [t6fee06]= '5'",,,,,,
t6sec6a,day_6_saturday_daily_survey,"<font size=""5.5""><center>Section 6/<font color=""green"">Sección 6</font>
</center>",descriptive,"<font size=""5.5"">How much do you agree with the following statements?

<font color=""green"">¿Qué tan de acuerdo está con las siguientes declaraciones?</font>",,,,,,,,,,,,,
t6s6a01,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">1. I was treated with less respect than other people today

<font color=""green"">Fui tratado/a con menos respeto que otras personas el día de hoy</font>","1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font>",,,,,,,,,,,,
t6s6a02,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">2. People thought I was not smart today

<font color=""green"">La gente pensó que yo no era inteligente el día de hoy</font>","1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font>",,,,,,,,,,,,
t6s6a03,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">3. People acted like I was dishonest today

<font color=""green"">La gente actuó como si yo fuera deshonesto/a el día de hoy</font>","1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font>",,,,,,,,,,,,
t6s6a04,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">4. I was called names or insulted today

<font color=""green"">Me llamaron nombres negativos o me insultaron el día de hoy</font>","1, <font size=""4.5""> 1 Strongly disagree<br><font color=""green"">Totalmente en desacuerdo</font> | 2, <font size=""4.5""> 2 Disagree<br><font color=""green"">En desacuerdo</font> | 3, <font size=""4.5""> 3 Neutral/Depends<br><font color=""green"">Neutral/Depende</font> | 4, <font size=""4.5""> 4 Agree <br><font color=""green"">De acuerdo</font> | 5, <font size=""4.5""> 5 Strongly agree<br><font color=""green"">Totalmente de acuerdo</font>",,,,,,,,,,,,
t6s7qag,day_6_saturday_daily_survey,"<font size=""5.5""><center>Section 7A/<font color=""green"">Sección 7A</font>
</center>",descriptive,"<font size=""5.5"">Have you experienced any of these physical symptoms today?

<font color=""green"">¿Ha experimentado  <span style=""font-weight:normal;"">(<i>sentido</i>)</span> cualquiera de estos síntomas físicos el día de hoy?</font>",,,,,,,,,,,,,
t6phy01,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">1. Headache
<font color=""green"">Dolor de cabeza</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6phy02,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">2. Cold/Flu
<font color=""green"">Resfriado/Gripa</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6phy03,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">3. Tired
<font color=""green"">Cansancio</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6phy04,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">4. Allergies
<font color=""green"">Alergias</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6phy05,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">5. Stomachache
<font color=""green"">Dolor de estómago</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6phy06,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">6. Other Physical Problems
<font color=""green"">Otros problemas físicos</font>","1, <font size=""4.5""> 1 Yes<br><font color=""green"">Sí</font> | 2, <font size=""4.5""> 2 No<br><font color=""green"">No</font>",,,,,,,,,,,,
t6eco01,day_6_saturday_daily_survey,"<font size=""5.5""><center>Section 7B/<font color=""green"">Sección 7B</font>
</center>",radio,"<font size=""5.5"">1. How much of a problem did your family have today because your parents did not have enough money to buy things your family needs or wants?

<font color=""green"">¿Qué tan problemático fue hoy para su familia que sus padres no tuvieran suficiente dinero para comprar cosas que ustedes necesitan o quieren?
</font></font>","1, <font size=""4.5""> 1 Not at all (problematic) <br><font color=""green"">Para nada (problemático)</font><br></font> | 2, <font size=""4.5"">2 A little bit (problematic)<br><font color=""green"">Un poco (problemático)</font><br></font> | 3, <font size=""4.5"">3 Somewhat (problematic)<br><font color=""green"">Algo (problemático)</font><br></font> | 4, <font size=""4.5"">4 Quite a bit (problematic)<br><font color=""green"">Bastante (problemático) </font><br></font> | 5, <font size=""4.5"">5 Very much (problematic)<br><font color=""green"">Mucho/Muy (problemático)</font><br></font>",,,,,,,,,,,,
t6eco02,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">2. Did you have enough money for clothes, school activities, or things you needed today?

<font color=""green"">¿Tuvo suficiente dinero para ropa, actividades escolares, o cosas que necesitaba hoy?
</font></font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,,,,,
t6eco03,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">3. Did you have enough money today for doing things you and your friends like to do, such as going to the movies, eating pizza, etc.?

<font color=""green"">¿Tuvo suficiente dinero el día de hoy para hacer cosas que les gusta hacer a usted y a sus amigos, como ir al cine, comer pizza, etc.?
</font></font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,,,,,
t6eco04,day_6_saturday_daily_survey,,radio,"<font size=""5.5"">4. Did you and your parents disagree or get upset about money today?

<font color=""green"">¿Se molestaron o estuvieron en desacuerdo sus padres y usted por asuntos de dinero el día de hoy?</font>","1, <font size=""4.5""> 1 Not at all<br><font color=""green"">Para nada</font><br> | 2, <font size=""4.5""> 2 A little bit<br><font color=""green"">Un poco</font><br> | 3, <font size=""4.5""> 3 Somewhat<br><font color=""green"">Algo</font><br> | 4, <font size=""4.5""> 4 Quite a bit<br><font color=""green"">Bastante</font><br> | 5, <font size=""4.5""> 5 Very much<br><font color=""green"">Mucho</font><br>",,,,,,,,,,,,
